id,category,amount
72896,Home,100
72897,Electronics,50
72898,Clothing,200
72899,Home,20
72900,Electronics,100
72901,Clothing,50
72902,Home,200
72903,Electronics,20
72904,Clothing,100
72905,Home,50
72906,Electronics,200
72907,Clothing,20
72908,Home,100
72909,Electronics,50
72910,Clothing,200
72911,Home,20
72912,Electronics,100
72913,Clothing,50
72914,Home,200
72915,Electronics,20
72916,Clothing,100
72917,Home,50
72918,Electronics,200
72919,Clothing,20
72920,Home,100
72921,Electronics,50
72922,Clothing,200
72923,Home,20
72924,Electronics,100
72925,Clothing,50
72926,Home,200
72927,Electronics,20
72928,Clothing,100
72929,Home,50
72930,Electronics,200
72931,Clothing,20
72932,Home,100
72933,Electronics,50
72934,Clothing,200
72935,Home,20
72936,Electronics,100
72937,Clothing,50
72938,Home,200
72939,Electronics,20
72940,Clothing,100
72941,Home,50
72942,Electronics,200
72943,Clothing,20
72944,Home,100
72945,Electronics,50
72946,Clothing,200
72947,Home,20
72948,Electronics,100
72949,Clothing,50
72950,Home,200
72951,Electronics,20
72952,Clothing,100
72953,Home,50
72954,Electronics,200
72955,Clothing,20
72956,Home,100
72957,Electronics,50
72958,Clothing,200
72959,Home,20
72960,Electronics,100
72961,Clothing,50
72962,Home,200
72963,Electronics,20
72964,Clothing,100
72965,Home,50
72966,Electronics,200
72967,Clothing,20
72968,Home,100
72969,Electronics,50
72970,Clothing,200
72971,Home,20
72972,Electronics,100
72973,Clothing,50
72974,Home,200
72975,Electronics,20
72976,Clothing,100
72977,Home,50
72978,Electronics,200
72979,Clothing,20
72980,Home,100
72981,Electronics,50
72982,Clothing,200
72983,Home,20
72984,Electronics,100
72985,Clothing,50
72986,Home,200
72987,Electronics,20
72988,Clothing,100
72989,Home,50
72990,Electronics,200
72991,Clothing,20
72992,Home,100
72993,Electronics,50
72994,Clothing,200
72995,Home,20
72996,Electronics,100
72997,Clothing,50
72998,Home,200
72999,Electronics,20
73000,Clothing,100
73001,Home,50
73002,Electronics,200
73003,Clothing,20
73004,Home,100
73005,Electronics,50
73006,Clothing,200
73007,Home,20
73008,Electronics,100
73009,Clothing,50
73010,Home,200
73011,Electronics,20
73012,Clothing,100
73013,Home,50
73014,Electronics,200
73015,Clothing,20
73016,Home,100
73017,Electronics,50
73018,Clothing,200
73019,Home,20
73020,Electronics,100
73021,Clothing,50
73022,Home,200
73023,Electronics,20
73024,Clothing,100
73025,Home,50
73026,Electronics,200
73027,Clothing,20
73028,Home,100
73029,Electronics,50
73030,Clothing,200
73031,Home,20
73032,Electronics,100
73033,Clothing,50
73034,Home,200
73035,Electronics,20
73036,Clothing,100
73037,Home,50
73038,Electronics,200
73039,Clothing,20
73040,Home,100
73041,Electronics,50
73042,Clothing,200
73043,Home,20
73044,Electronics,100
73045,Clothing,50
73046,Home,200
73047,Electronics,20
73048,Clothing,100
73049,Home,50
73050,Electronics,200
73051,Clothing,20
73052,Home,100
73053,Electronics,50
73054,Clothing,200
73055,Home,20
73056,Electronics,100
73057,Clothing,50
73058,Home,200
73059,Electronics,20
73060,Clothing,100
73061,Home,50
73062,Electronics,200
73063,Clothing,20
73064,Home,100
73065,Electronics,50
73066,Clothing,200
73067,Home,20
73068,Electronics,100
73069,Clothing,50
73070,Home,200
73071,Electronics,20
73072,Clothing,100
73073,Home,50
73074,Electronics,200
73075,Clothing,20
73076,Home,100
73077,Electronics,50
73078,Clothing,200
73079,Home,20
73080,Electronics,100
73081,Clothing,50
73082,Home,200
73083,Electronics,20
73084,Clothing,100
73085,Home,50
73086,Electronics,200
73087,Clothing,20
73088,Home,100
73089,Electronics,50
73090,Clothing,200
73091,Home,20
73092,Electronics,100
73093,Clothing,50
73094,Home,200
73095,Electronics,20
73096,Clothing,100
73097,Home,50
73098,Electronics,200
73099,Clothing,20
73100,Home,100
73101,Electronics,50
73102,Clothing,200
73103,Home,20
73104,Electronics,100
73105,Clothing,50
73106,Home,200
73107,Electronics,20
73108,Clothing,100
73109,Home,50
73110,Electronics,200
73111,Clothing,20
73112,Home,100
73113,Electronics,50
73114,Clothing,200
73115,Home,20
73116,Electronics,100
73117,Clothing,50
73118,Home,200
73119,Electronics,20
73120,Clothing,100
73121,Home,50
73122,Electronics,200
73123,Clothing,20
73124,Home,100
73125,Electronics,50
73126,Clothing,200
73127,Home,20
73128,Electronics,100
73129,Clothing,50
73130,Home,200
73131,Electronics,20
73132,Clothing,100
73133,Home,50
73134,Electronics,200
73135,Clothing,20
73136,Home,100
73137,Electronics,50
73138,Clothing,200
73139,Home,20
73140,Electronics,100
73141,Clothing,50
73142,Home,200
73143,Electronics,20
73144,Clothing,100
73145,Home,50
73146,Electronics,200
73147,Clothing,20
73148,Home,100
73149,Electronics,50
73150,Clothing,200
73151,Home,20
73152,Electronics,100
73153,Clothing,50
73154,Home,200
73155,Electronics,20
73156,Clothing,100
73157,Home,50
73158,Electronics,200
73159,Clothing,20
73160,Home,100
73161,Electronics,50
73162,Clothing,200
73163,Home,20
73164,Electronics,100
73165,Clothing,50
73166,Home,200
73167,Electronics,20
73168,Clothing,100
73169,Home,50
73170,Electronics,200
73171,Clothing,20
73172,Home,100
73173,Electronics,50
73174,Clothing,200
73175,Home,20
73176,Electronics,100
73177,Clothing,50
73178,Home,200
73179,Electronics,20
73180,Clothing,100
73181,Home,50
73182,Electronics,200
73183,Clothing,20
73184,Home,100
73185,Electronics,50
73186,Clothing,200
73187,Home,20
73188,Electronics,100
73189,Clothing,50
73190,Home,200
73191,Electronics,20
73192,Clothing,100
73193,Home,50
73194,Electronics,200
73195,Clothing,20
73196,Home,100
73197,Electronics,50
73198,Clothing,200
73199,Home,20
73200,Electronics,100
73201,Clothing,50
73202,Home,200
73203,Electronics,20
73204,Clothing,100
73205,Home,50
73206,Electronics,200
73207,Clothing,20
73208,Home,100
73209,Electronics,50
73210,Clothing,200
73211,Home,20
73212,Electronics,100
73213,Clothing,50
73214,Home,200
73215,Electronics,20
73216,Clothing,100
73217,Home,50
73218,Electronics,200
73219,Clothing,20
73220,Home,100
73221,Electronics,50
73222,Clothing,200
73223,Home,20
73224,Electronics,100
73225,Clothing,50
73226,Home,200
73227,Electronics,20
73228,Clothing,100
73229,Home,50
73230,Electronics,200
73231,Clothing,20
73232,Home,100
73233,Electronics,50
73234,Clothing,200
73235,Home,20
73236,Electronics,100
73237,Clothing,50
73238,Home,200
73239,Electronics,20
73240,Clothing,100
73241,Home,50
73242,Electronics,200
73243,Clothing,20
73244,Home,100
73245,Electronics,50
73246,Clothing,200
73247,Home,20
73248,Electronics,100
73249,Clothing,50
73250,Home,200
73251,Electronics,20
73252,Clothing,100
73253,Home,50
73254,Electronics,200
73255,Clothing,20
73256,Home,100
73257,Electronics,50
73258,Clothing,200
73259,Home,20
73260,Electronics,100
73261,Clothing,50
73262,Home,200
73263,Electronics,20
73264,Clothing,100
73265,Home,50
73266,Electronics,200
73267,Clothing,20
73268,Home,100
73269,Electronics,50
73270,Clothing,200
73271,Home,20
73272,Electronics,100
73273,Clothing,50
73274,Home,200
73275,Electronics,20
73276,Clothing,100
73277,Home,50
73278,Electronics,200
73279,Clothing,20
73280,Home,100
73281,Electronics,50
73282,Clothing,200
73283,Home,20
73284,Electronics,100
73285,Clothing,50
73286,Home,200
73287,Electronics,20
73288,Clothing,100
73289,Home,50
73290,Electronics,200
73291,Clothing,20
73292,Home,100
73293,Electronics,50
73294,Clothing,200
73295,Home,20
73296,Electronics,100
73297,Clothing,50
73298,Home,200
73299,Electronics,20
73300,Clothing,100
73301,Home,50
73302,Electronics,200
73303,Clothing,20
73304,Home,100
73305,Electronics,50
73306,Clothing,200
73307,Home,20
73308,Electronics,100
73309,Clothing,50
73310,Home,200
73311,Electronics,20
73312,Clothing,100
73313,Home,50
73314,Electronics,200
73315,Clothing,20
73316,Home,100
73317,Electronics,50
73318,Clothing,200
73319,Home,20
73320,Electronics,100
73321,Clothing,50
73322,Home,200
73323,Electronics,20
73324,Clothing,100
73325,Home,50
73326,Electronics,200
73327,Clothing,20
73328,Home,100
73329,Electronics,50
73330,Clothing,200
73331,Home,20
73332,Electronics,100
73333,Clothing,50
73334,Home,200
73335,Electronics,20
73336,Clothing,100
73337,Home,50
73338,Electronics,200
73339,Clothing,20
73340,Home,100
73341,Electronics,50
73342,Clothing,200
73343,Home,20
73344,Electronics,100
73345,Clothing,50
73346,Home,200
73347,Electronics,20
73348,Clothing,100
73349,Home,50
73350,Electronics,200
73351,Clothing,20
73352,Home,100
73353,Electronics,50
73354,Clothing,200
73355,Home,20
73356,Electronics,100
73357,Clothing,50
73358,Home,200
73359,Electronics,20
73360,Clothing,100
73361,Home,50
73362,Electronics,200
73363,Clothing,20
73364,Home,100
73365,Electronics,50
73366,Clothing,200
73367,Home,20
73368,Electronics,100
73369,Clothing,50
73370,Home,200
73371,Electronics,20
73372,Clothing,100
73373,Home,50
73374,Electronics,200
73375,Clothing,20
73376,Home,100
73377,Electronics,50
73378,Clothing,200
73379,Home,20
73380,Electronics,100
73381,Clothing,50
73382,Home,200
73383,Electronics,20
73384,Clothing,100
73385,Home,50
73386,Electronics,200
73387,Clothing,20
73388,Home,100
73389,Electronics,50
73390,Clothing,200
73391,Home,20
73392,Electronics,100
73393,Clothing,50
73394,Home,200
73395,Electronics,20
73396,Clothing,100
73397,Home,50
73398,Electronics,200
73399,Clothing,20
73400,Home,100
73401,Electronics,50
73402,Clothing,200
73403,Home,20
73404,Electronics,100
73405,Clothing,50
73406,Home,200
73407,Electronics,20
73408,Clothing,100
73409,Home,50
73410,Electronics,200
73411,Clothing,20
73412,Home,100
73413,Electronics,50
73414,Clothing,200
73415,Home,20
73416,Electronics,100
73417,Clothing,50
73418,Home,200
73419,Electronics,20
73420,Clothing,100
73421,Home,50
73422,Electronics,200
73423,Clothing,20
73424,Home,100
73425,Electronics,50
73426,Clothing,200
73427,Home,20
73428,Electronics,100
73429,Clothing,50
73430,Home,200
73431,Electronics,20
73432,Clothing,100
73433,Home,50
73434,Electronics,200
73435,Clothing,20
73436,Home,100
73437,Electronics,50
73438,Clothing,200
73439,Home,20
73440,Electronics,100
73441,Clothing,50
73442,Home,200
73443,Electronics,20
73444,Clothing,100
73445,Home,50
73446,Electronics,200
73447,Clothing,20
73448,Home,100
73449,Electronics,50
73450,Clothing,200
73451,Home,20
73452,Electronics,100
73453,Clothing,50
73454,Home,200
73455,Electronics,20
73456,Clothing,100
73457,Home,50
73458,Electronics,200
73459,Clothing,20
73460,Home,100
73461,Electronics,50
73462,Clothing,200
73463,Home,20
73464,Electronics,100
73465,Clothing,50
73466,Home,200
73467,Electronics,20
73468,Clothing,100
73469,Home,50
73470,Electronics,200
73471,Clothing,20
73472,Home,100
73473,Electronics,50
73474,Clothing,200
73475,Home,20
73476,Electronics,100
73477,Clothing,50
73478,Home,200
73479,Electronics,20
73480,Clothing,100
73481,Home,50
73482,Electronics,200
73483,Clothing,20
73484,Home,100
73485,Electronics,50
73486,Clothing,200
73487,Home,20
73488,Electronics,100
73489,Clothing,50
73490,Home,200
73491,Electronics,20
73492,Clothing,100
73493,Home,50
73494,Electronics,200
73495,Clothing,20
73496,Home,100
73497,Electronics,50
73498,Clothing,200
73499,Home,20
73500,Electronics,100
73501,Clothing,50
73502,Home,200
73503,Electronics,20
73504,Clothing,100
73505,Home,50
73506,Electronics,200
73507,Clothing,20
73508,Home,100
73509,Electronics,50
73510,Clothing,200
73511,Home,20
73512,Electronics,100
73513,Clothing,50
73514,Home,200
73515,Electronics,20
73516,Clothing,100
73517,Home,50
73518,Electronics,200
73519,Clothing,20
73520,Home,100
73521,Electronics,50
73522,Clothing,200
73523,Home,20
73524,Electronics,100
73525,Clothing,50
73526,Home,200
73527,Electronics,20
73528,Clothing,100
73529,Home,50
73530,Electronics,200
73531,Clothing,20
73532,Home,100
73533,Electronics,50
73534,Clothing,200
73535,Home,20
73536,Electronics,100
73537,Clothing,50
73538,Home,200
73539,Electronics,20
73540,Clothing,100
73541,Home,50
73542,Electronics,200
73543,Clothing,20
73544,Home,100
73545,Electronics,50
73546,Clothing,200
73547,Home,20
73548,Electronics,100
73549,Clothing,50
73550,Home,200
73551,Electronics,20
73552,Clothing,100
73553,Home,50
73554,Electronics,200
73555,Clothing,20
73556,Home,100
73557,Electronics,50
73558,Clothing,200
73559,Home,20
73560,Electronics,100
73561,Clothing,50
73562,Home,200
73563,Electronics,20
73564,Clothing,100
73565,Home,50
73566,Electronics,200
73567,Clothing,20
73568,Home,100
73569,Electronics,50
73570,Clothing,200
73571,Home,20
73572,Electronics,100
73573,Clothing,50
73574,Home,200
73575,Electronics,20
73576,Clothing,100
73577,Home,50
73578,Electronics,200
73579,Clothing,20
73580,Home,100
73581,Electronics,50
73582,Clothing,200
73583,Home,20
73584,Electronics,100
73585,Clothing,50
73586,Home,200
73587,Electronics,20
73588,Clothing,100
73589,Home,50
73590,Electronics,200
73591,Clothing,20
73592,Home,100
73593,Electronics,50
73594,Clothing,200
73595,Home,20
73596,Electronics,100
73597,Clothing,50
73598,Home,200
73599,Electronics,20
73600,Clothing,100
73601,Home,50
73602,Electronics,200
73603,Clothing,20
73604,Home,100
73605,Electronics,50
73606,Clothing,200
73607,Home,20
73608,Electronics,100
73609,Clothing,50
73610,Home,200
73611,Electronics,20
73612,Clothing,100
73613,Home,50
73614,Electronics,200
73615,Clothing,20
73616,Home,100
73617,Electronics,50
73618,Clothing,200
73619,Home,20
73620,Electronics,100
73621,Clothing,50
73622,Home,200
73623,Electronics,20
73624,Clothing,100
73625,Home,50
73626,Electronics,200
73627,Clothing,20
73628,Home,100
73629,Electronics,50
73630,Clothing,200
73631,Home,20
73632,Electronics,100
73633,Clothing,50
73634,Home,200
73635,Electronics,20
73636,Clothing,100
73637,Home,50
73638,Electronics,200
73639,Clothing,20
73640,Home,100
73641,Electronics,50
73642,Clothing,200
73643,Home,20
73644,Electronics,100
73645,Clothing,50
73646,Home,200
73647,Electronics,20
73648,Clothing,100
73649,Home,50
73650,Electronics,200
73651,Clothing,20
73652,Home,100
73653,Electronics,50
73654,Clothing,200
73655,Home,20
73656,Electronics,100
73657,Clothing,50
73658,Home,200
73659,Electronics,20
73660,Clothing,100
73661,Home,50
73662,Electronics,200
73663,Clothing,20
73664,Home,100
73665,Electronics,50
73666,Clothing,200
73667,Home,20
73668,Electronics,100
73669,Clothing,50
73670,Home,200
73671,Electronics,20
73672,Clothing,100
73673,Home,50
73674,Electronics,200
73675,Clothing,20
73676,Home,100
73677,Electronics,50
73678,Clothing,200
73679,Home,20
73680,Electronics,100
73681,Clothing,50
73682,Home,200
73683,Electronics,20
73684,Clothing,100
73685,Home,50
73686,Electronics,200
73687,Clothing,20
73688,Home,100
73689,Electronics,50
73690,Clothing,200
73691,Home,20
73692,Electronics,100
73693,Clothing,50
73694,Home,200
73695,Electronics,20
73696,Clothing,100
73697,Home,50
73698,Electronics,200
73699,Clothing,20
73700,Home,100
73701,Electronics,50
73702,Clothing,200
73703,Home,20
73704,Electronics,100
73705,Clothing,50
73706,Home,200
73707,Electronics,20
73708,Clothing,100
73709,Home,50
73710,Electronics,200
73711,Clothing,20
73712,Home,100
73713,Electronics,50
73714,Clothing,200
73715,Home,20
73716,Electronics,100
73717,Clothing,50
73718,Home,200
73719,Electronics,20
73720,Clothing,100
73721,Home,50
73722,Electronics,200
73723,Clothing,20
73724,Home,100
73725,Electronics,50
73726,Clothing,200
73727,Home,20
73728,Electronics,100
73729,Clothing,50
73730,Home,200
73731,Electronics,20
73732,Clothing,100
73733,Home,50
73734,Electronics,200
73735,Clothing,20
73736,Home,100
73737,Electronics,50
73738,Clothing,200
73739,Home,20
73740,Electronics,100
73741,Clothing,50
73742,Home,200
73743,Electronics,20
73744,Clothing,100
73745,Home,50
73746,Electronics,200
73747,Clothing,20
73748,Home,100
73749,Electronics,50
73750,Clothing,200
73751,Home,20
73752,Electronics,100
73753,Clothing,50
73754,Home,200
73755,Electronics,20
73756,Clothing,100
73757,Home,50
73758,Electronics,200
73759,Clothing,20
73760,Home,100
73761,Electronics,50
73762,Clothing,200
73763,Home,20
73764,Electronics,100
73765,Clothing,50
73766,Home,200
73767,Electronics,20
73768,Clothing,100
73769,Home,50
73770,Electronics,200
73771,Clothing,20
73772,Home,100
73773,Electronics,50
73774,Clothing,200
73775,Home,20
73776,Electronics,100
73777,Clothing,50
73778,Home,200
73779,Electronics,20
73780,Clothing,100
73781,Home,50
73782,Electronics,200
73783,Clothing,20
73784,Home,100
73785,Electronics,50
73786,Clothing,200
73787,Home,20
73788,Electronics,100
73789,Clothing,50
73790,Home,200
73791,Electronics,20
73792,Clothing,100
73793,Home,50
73794,Electronics,200
73795,Clothing,20
73796,Home,100
73797,Electronics,50
73798,Clothing,200
73799,Home,20
73800,Electronics,100
73801,Clothing,50
73802,Home,200
73803,Electronics,20
73804,Clothing,100
73805,Home,50
73806,Electronics,200
73807,Clothing,20
73808,Home,100
73809,Electronics,50
73810,Clothing,200
73811,Home,20
73812,Electronics,100
73813,Clothing,50
73814,Home,200
73815,Electronics,20
73816,Clothing,100
73817,Home,50
73818,Electronics,200
73819,Clothing,20
73820,Home,100
73821,Electronics,50
73822,Clothing,200
73823,Home,20
73824,Electronics,100
73825,Clothing,50
73826,Home,200
73827,Electronics,20
73828,Clothing,100
73829,Home,50
73830,Electronics,200
73831,Clothing,20
73832,Home,100
73833,Electronics,50
73834,Clothing,200
73835,Home,20
73836,Electronics,100
73837,Clothing,50
73838,Home,200
73839,Electronics,20
73840,Clothing,100
73841,Home,50
73842,Electronics,200
73843,Clothing,20
73844,Home,100
73845,Electronics,50
73846,Clothing,200
73847,Home,20
73848,Electronics,100
73849,Clothing,50
73850,Home,200
73851,Electronics,20
73852,Clothing,100
73853,Home,50
73854,Electronics,200
73855,Clothing,20
73856,Home,100
73857,Electronics,50
73858,Clothing,200
73859,Home,20
73860,Electronics,100
73861,Clothing,50
73862,Home,200
73863,Electronics,20
73864,Clothing,100
73865,Home,50
73866,Electronics,200
73867,Clothing,20
73868,Home,100
73869,Electronics,50
73870,Clothing,200
73871,Home,20
73872,Electronics,100
73873,Clothing,50
